# Calibrator v0.9e
# (by Stefan.Manegold@cwi.nl, http://www.cwi.nl/~manegold/)
000000048 002083.3  032772 001536.2 00384 001905 019.1 000.0  016388 000768.2 00192 001812 018.1 000.0  008196 000384.2 00096 001850 018.5 000.0  004100 000192.2 00048 001888 018.9 000.0  002052 000096.2 00024 000796 008.0 000.0  001028 000048.2 00012 000299 003.0 000.0
000000064 001562.5  032772 002048.2 00512 001857 018.6 000.0  016388 001024.2 00256 001835 018.4 000.0  008196 000512.2 00128 001899 019.0 000.0  004100 000256.2 00064 001866 018.7 000.0  002052 000128.2 00032 000678 006.8 000.0  001028 000064.2 00016 000299 003.0 000.0
000000080 001250.0  032772 002560.3 00640 001982 019.8 000.0  016388 001280.3 00320 001851 018.5 000.0  008196 000640.3 00160 001862 018.6 000.0  004100 000320.3 00080 001894 018.9 000.0  002052 000160.3 00040 000719 007.2 000.0  001028 000080.3 00020 000299 003.0 000.0
000000096 001041.7  032772 003072.4 00768 002155 021.6 000.0  016388 001536.4 00384 001845 018.4 000.0  008196 000768.4 00192 001878 018.8 000.0  004100 000384.4 00096 001891 018.9 000.0  002052 000192.4 00048 000653 006.5 000.0  001028 000096.4 00024 000299 003.0 000.0
000000128 000781.2  032772 004096.5 01024 002364 023.6 000.0  016388 002048.5 00512 001853 018.5 000.0  008196 001024.5 00256 001862 018.6 000.0  004100 000512.5 00128 001915 019.1 000.0  002052 000256.5 00064 000619 006.2 000.0  001028 000128.5 00032 000299 003.0 000.0
000000160 000625.0  032772 005120.6 01280 002505 025.1 000.0  016388 002560.6 00640 002044 020.4 000.0  008196 001280.6 00320 001853 018.5 000.0  004100 000640.6 00160 001915 019.1 000.0  002052 000320.6 00080 000657 006.6 000.0  001028 000160.6 00040 000299 003.0 000.0
000000192 000520.8  032772 006144.8 01536 002589 025.9 000.0  016388 003072.8 00768 002167 021.7 000.0  008196 001536.8 00384 001863 018.6 000.0  004100 000768.8 00192 001929 019.3 000.0  002052 000384.8 00096 000670 006.7 000.0  001028 000192.8 00048 000299 003.0 000.0
000000256 000390.6  032772 008193.0 02048 002681 026.8 000.0  016388 004097.0 01024 002398 024.0 000.0  008196 002049.0 00512 001887 018.9 000.0  004100 001025.0 00256 001923 019.2 000.0  002052 000513.0 00128 000702 007.0 000.0  001028 000257.0 00064 000299 003.0 000.0
000000320 000312.5  032772 010241.2 02560 002744 027.4 000.0  016388 005121.2 01280 002504 025.0 000.0  008196 002561.2 00640 002051 020.5 000.0  004100 001281.2 00320 001911 019.1 000.0  002052 000641.2 00160 000676 006.8 000.0  001028 000321.2 00080 000446 004.5 000.0
000000384 000260.4  032772 012289.5 03072 002664 026.6 000.0  016388 006145.5 01536 002669 026.7 000.0  008196 003073.5 00768 002166 021.7 000.0  004100 001537.5 00384 001890 018.9 000.0  002052 000769.5 00192 000678 006.8 000.0  001028 000385.5 00096 000512 005.1 000.0
000000512 000195.3  032772 016386.0 04096 002727 027.3 000.0  016388 008194.0 02048 002743 027.4 000.0  008196 004098.0 01024 002385 023.9 000.0  004100 002050.0 00512 001876 018.8 000.0  002052 001026.0 00256 000650 006.5 000.0  001028 000514.0 00128 000587 005.9 000.0
000000640 000156.2  032772 020482.5 05120 002860 028.6 000.0  016388 010242.5 02560 002809 028.1 000.0  008196 005122.5 01280 002538 025.4 000.0  004100 002562.5 00640 002090 020.9 000.0  002052 001282.5 00320 000869 008.7 000.0  001028 000642.5 00160 000734 007.3 000.0
000000768 000130.2  032772 024579.0 06144 002936 029.4 000.0  016388 012291.0 03072 002788 027.9 000.0  008196 006147.0 01536 002603 026.0 000.0  004100 003075.0 00768 002123 021.2 000.0  002052 001539.0 00384 000978 009.8 000.0  001028 000771.0 00192 000853 008.5 000.0
000001024 000097.7  032772 032772.0 08193 003039 030.4 000.0  016388 016388.0 04097 002860 028.6 000.0  008196 008196.0 02049 002717 027.2 000.0  004100 004100.0 01025 002120 021.2 000.0  002052 002052.0 00513 001190 011.9 000.0  001028 001028.0 00257 001013 010.1 000.0
000001280 000078.1  032772 040965.0 10241 003244 032.4 000.0  016388 020485.0 05121 002891 028.9 000.0  008196 010245.0 02561 002776 027.8 000.0  004100 005125.0 01281 002203 022.0 000.0  002052 002565.0 00641 001435 014.3 000.0  001028 001285.0 00321 001104 011.0 000.0
